domain	intent	utterance	bio
Airconditioner	GetHumidity	verifica el nivel de la humedad	o o o o o o
Airconditioner	GetHumidity	muestra el nivel de la humedad	o o o o o o
Airconditioner	GetHumidity	muéstrame la humedad	o o o
Airconditioner	GetHumidity	muéstrame el nivel de la humedad	o o o o o o
Airconditioner	GetHumidity	verifícame la humedad	o o o
Airconditioner	GetTemperature	¿ qué temperatura tengo aquí según mi el sistema calefactiorio ?	o o o o o o o b-av_alias i-av_alias i-av_alias o
Airconditioner	GetTemperatureFromDevice	verifica la temperatura del sensor de temperatura dormitorio en el cuarto	o o o o o o o b-device_name o o o
Airconditioner	GetTemperatureFromDevice	verifica la temperatura del sensor de temperatura salón en el cuarto	o o o o o o o b-device_name o o o
Airconditioner	GetTemperatureFromDevice	verifica qué dice el sensor de la temperatura cocina	o o o o o o o o b-device_name
Airconditioner	GetTemperatureFromDevice	verifica qué dice el sensor de la temperatura corredor	o o o o o o o o b-device_name
Airconditioner	GetTemperatureFromDevice	¿ qué dice el sensor de temperatura del interior dormitorio ?	o o o o o o o o o b-device_name o
Airconditioner	GetTemperatureFromDevice	¿ qué dice el sensor de temperatura del interior salón ?	o o o o o o o o o b-device_name o
Airconditioner	GetTemperatureFromDevice	¿ qué muestra el sensor de temperatura del interior cocina ?	o o o o o o o o o b-device_name o
Airconditioner	GetTemperature	¿ qué temperatura hay aquí según mi la calefacción ?	o o o o o o o b-av_alias i-av_alias o
Airconditioner	GetTemperature	¿ qué temperatura hay aquí según mi el aire acondicionado ?	o o o o o o o b-av_alias i-av_alias i-av_alias o
Airconditioner	GetTemperature	¿ qué temperatura hay aquí según mi la refrigeración ?	o o o o o o o b-av_alias i-av_alias o
Airconditioner	GetTemperature	¿ qué temperatura tenemos aquí según mi el sistema calefactiorio ?	o o o o o o o b-av_alias i-av_alias i-av_alias o
Airconditioner	GetTemperature	¿ qué temperatura tenemos aquí según mi el sistema de refrigeración ?	o o o o o o o b-av_alias i-av_alias i-av_alias i-av_alias o
Airconditioner	GetTemperature	¿ qué temperatura tenemos aquí según mi la calefacción ?	o o o o o o o b-av_alias i-av_alias o
Airconditioner	GetTemperature	¿ qué temperatura tenemos aquí según mi el aire acondicionado ?	o o o o o o o b-av_alias i-av_alias i-av_alias o
Calendar	OpenCalendar	ábreme mi calendario	o o o
Calendar	CheckCalendarOnDate	¿ qué hay en mi agenda dentro de 1 hora ?	o o o o o o b-date i-date i-date i-date o
Calendar	CheckCalendarOnDate	¿ qué hay en mi agenda el 15 de mayo ?	o o o o o o b-date i-date i-date i-date o
Calendar	CheckCalendarOnDate	¿ qué hay en mi agenda hoy ?	o o o o o o b-date o
Calendar	CheckCalendarOnDate	¿ qué hay en mi agenda el próximo miércoles ?	o o o o o o b-date i-date i-date o
Calendar	CheckCalendarOnDate	¿ qué hay en mi agenda en 4 horas ?	o o o o o o b-date i-date i-date o
Calendar	CheckCalendarOnDate	¿ qué hay en mi agenda dentro de 45 minutos ?	o o o o o o b-date i-date i-date i-date o
Calendar	CheckCalendarOnDate	¿ qué hay en mi agenda el 13 de marzo ?	o o o o o o b-date i-date i-date i-date o
Calendar	CheckCalendarOnDate	¿ qué hay en mi agenda el viernes ?	o o o o o o b-date i-date o
Calendar	CheckCalendarOnDate	¿ qué hay en mi agenda el próximo martes ?	o o o o o o b-date i-date i-date o
Calendar	AddEventWithName	añade un evento llamado 1on1	o o o o b-event_name
Calendar	AddEventWithName	añade un evento llamado peluquero	o o o o b-event_name
Calendar	AddEventWithName	añade un evento llamado el cumple de mamá	o o o o b-event_name i-event_name i-event_name i-event_name
Calendar	AddEventWithName	añade un evento llamado cita con ana	o o o o b-event_name i-event_name i-event_name
Calendar	AddEventWithName	añade un evento llamado cena con juan	o o o o b-event_name i-event_name i-event_name
Calendar	AddEventWithName	añade un evento llamado 1on1 a calendario	o o o o b-event_name o o
Calendar	AddEventWithName	añade un evento llamado peluquero a calendario	o o o o b-event_name o o
Calendar	AddEventWithName	añade un evento llamado el cumple de mamá a calendario	o o o o b-event_name i-event_name i-event_name i-event_name o o
Calendar	AddEventWithName	añade un evento llamado cita con ana a calendario	o o o o b-event_name i-event_name i-event_name o o
Calendar	AddEventOnDateWithDate	añade un evento llamado peluquero el martes	o o o o b-event_name o b-event_date
Calendar	AddEventOnDateWithDate	añade un evento llamado el cumple de mamá el lunes	o o o o b-event_name i-event_name i-event_name i-event_name o b-event_date
Calendar	AddEventOnDateWithDate	añade un evento llamado cita con ana el 1 de marzo	o o o o b-event_name i-event_name i-event_name o b-event_date i-event_date i-event_date
Calendar	AddEventOnDateWithDate	añade un evento llamado cena con juan el miércoles	o o o o b-event_name i-event_name i-event_name o b-event_date
Calendar	AddEventOnDateWithDate	añade un evento llamado 1on1 el jueves	o o o o b-event_name o b-event_date
Calendar	AddEventOnDateWithDate	añade un evento llamado peluquero el 15 de septiembre	o o o o b-event_name o b-event_date i-event_date i-event_date
Calendar	AddEventOnDateWithDate	añade un evento llamado el cumple de mamá el viernes	o o o o b-event_name i-event_name i-event_name i-event_name o b-event_date
Calendar	AddEventOnDateWithDate	añade un evento llamado cita con ana el 30 de octubre	o o o o b-event_name i-event_name i-event_name o b-event_date i-event_date i-event_date
Calendar	AddEventOnDateWithDate	añade un evento llamado cena con juan el 23 de diciembre	o o o o b-event_name i-event_name i-event_name o b-event_date i-event_date i-event_date
Calendar	AddEventOnDateWithDate	añade un evento llamado 1on1 el 1 de mayo	o o o o b-event_name o b-event_date i-event_date i-event_date
Calendar	AddEventOnDateWithDate	añade un evento llamado peluquero el martes	o o o o b-event_name o b-event_date
Calendar	AddEventOnDateWithDate	añade un evento llamado el cumple de mamá a calendario el lunes	o o o o b-event_name i-event_name i-event_name i-event_name o o o b-event_date
Calendar	AddEventOnDateWithDate	añade un evento llamado cita con ana a calendario el 1 de marzo	o o o o b-event_name i-event_name i-event_name o o o b-event_date i-event_date i-event_date
Calendar	AddEventOnDateWithDate	añade un evento llamado cena con juan a calendario el miércoles	o o o o b-event_name i-event_name i-event_name o o o b-event_date
Calendar	AddEventOnDateWithDate	añade un evento llamado 1on1 a calendario el jueves	o o o o b-event_name o o o b-event_date
Calendar	AddEventOnDateWithDate	añade un evento llamado peluquero a calendario el 15 de septiembre	o o o o b-event_name o o o b-event_date i-event_date i-event_date
Calendar	AddEventOnDateWithDate	añade un evento llamado el cumple de mamá a calendario el viernes	o o o o b-event_name i-event_name i-event_name i-event_name o o o b-event_date
Calendar	AddEventOnDateWithDate	añade un evento llamado cita con ana a calendario el 30 de octubre	o o o o b-event_name i-event_name i-event_name o o o b-event_date i-event_date i-event_date
Calendar	AddEventOnDateWithDate	añade un evento llamado cena con juan a calendario el 23 de diciembre	o o o o b-event_name i-event_name i-event_name o o o b-event_date i-event_date i-event_date
Calendar	AddEventOnDateWithDate	añade un evento llamado 1on1 a calendario el 1 de mayo	o o o o b-event_name o o o b-event_date i-event_date i-event_date
Calendar	AddEventOnDateWithDate	añade un evento llamado peluquero a calendario el martes	o o o o b-event_name o o o b-event_date
Calendar	AddEventOnDateWithDate	añade un evento llamado el cumple de mamá a calendario el lunes	o o o o b-event_name i-event_name i-event_name i-event_name o o o b-event_date
Calendar	NotifyOnEventStart	notifícame cuándo empieza el evento en mi calendario	o o o o o o o o
Calendar	NotifyOnEventStart	notifícame cuándo empieza la cita en mi calendario	o o o o o o o o
Calendar	NotNotifyOnEventStart	no me notifiques cuándo empieza el mítin en mi calendario	o o o o o o o o o o
Calendar	NotNotifyOnEventStart	no me notifiques cuándo empieza el evento en mi calendario	o o o o o o o o o o
Calendar	NotifyOnEventInLocation	notifícame cuándo empieza el mítin en mi calendario en la ubicación casa	o o o o o o o o o o o b-location
Calendar	NotifyOnEventInLocation	notifícame cuándo empieza el mítin en mi calendario en la ubicación edificio b	o o o o o o o o o o o b-location i-location
Calendar	NotifyOnEventInLocation	notifícame cuándo empieza el mítin en mi calendario en la ubicación slack	o o o o o o o o o o o b-location
Calendar	NotifyOnEventInLocation	notifícame cuándo empieza el mítin en mi calendario en la ubicación trabajo	o o o o o o o o o o o b-location
Calendar	NotifyOnEventInLocation	notifícame cuándo empieza el mítin en mi calendario en la ubicación facebook	o o o o o o o o o o o b-location
Calendar	NotifyOnEventInLocation	notifícame cuándo empieza el mítin en mi calendario en la ubicación sala de conferencias orion	o o o o o o o o o o o b-location i-location i-location i-location
Calendar	NotifyOnEventInLocation	notifícame cuándo empieza el mítin en mi calendario en la ubicación universidad	o o o o o o o o o o o b-location
Calendar	NotifyOnEventInLocation	notifícame cuándo empieza el mítin en mi calendario en la ubicación capus	o o o o o o o o o o o b-location
Calendar	NotifyOnEventInLocation	notifícame cuándo empieza el mítin en mi calendario en la ubicación lemon conference room	o o o o o o o o o o o b-location i-location i-location
Calendar	NotifyOnEventInLocation	notifícame cuándo empieza el mítin en mi calendario en la ubicación piso 12	o o o o o o o o o o o b-location i-location
Calendar	NotifyOnEventInLocation	notifícame cuándo empieza el evento en mi calendario en la ubicación alquézar	o o o o o o o o o o o b-location
Calendar	NotifyOnEventInLocation	notifícame cuándo empieza el evento en mi calendario en la ubicación galende	o o o o o o o o o o o b-location
Calendar	NotifyOnEventInLocation	notifícame cuándo empieza el evento en mi calendario en la ubicación orrios	o o o o o o o o o o o b-location
Calendar	NotifyOnEventInLocation	notifícame cuándo empieza el evento en mi calendario en la ubicación bisimbre	o o o o o o o o o o o b-location
Calendar	NotifyOnEventInLocation	notifícame cuándo empieza el evento en mi calendario en la ubicación boada	o o o o o o o o o o o b-location
Calendar	NotifyOnEventInLocation	notifícame cuándo empieza el evento en mi calendario en la ubicación aljucén	o o o o o o o o o o o b-location
Calendar	NotifyOnEventInLocation	notifícame cuándo empieza el evento en mi calendario en la ubicación berberana	o o o o o o o o o o o b-location
Calendar	NotifyOnEventInLocation	notifícame cuándo empieza el evento en mi calendario en la ubicación migueláñez	o o o o o o o o o o o b-location
Calendar	NotifyOnEventInLocation	notifícame cuándo empieza el evento en mi calendario en la ubicación ocón	o o o o o o o o o o o b-location
Calendar	NotifyOnEventInLocation	notifícame cuándo empieza el evento en mi calendario en la ubicación escañuela	o o o o o o o o o o o b-location
Calendar	NotifyOnEventInLocation	notifícame cuándo empieza la cita en mi calendario en la ubicación cantavieja	o o o o o o o o o o o b-location
Calendar	NotifyOnEventInLocation	notifícame cuándo empieza la cita en mi calendario en la ubicación alcanadre	o o o o o o o o o o o b-location
Calendar	NotifyOnEventInLocation	notifícame cuándo empieza la cita en mi calendario en la ubicación ludiente	o o o o o o o o o o o b-location
Calendar	NotifyOnEventInLocation	notifícame cuándo empieza la cita en mi calendario en la ubicación almiserà	o o o o o o o o o o o b-location
Calendar	NotifyOnEventInLocation	notifícame cuándo empieza la cita en mi calendario en la ubicación víllora	o o o o o o o o o o o b-location
Calendar	NotifyOnEventInLocation	notifícame cuándo empieza la cita en mi calendario en la ubicación betanzos	o o o o o o o o o o o b-location
Calendar	NotifyOnEventInLocation	notifícame cuándo empieza la cita en mi calendario en la ubicación ardón	o o o o o o o o o o o b-location
Calendar	NotifyOnEventInLocation	notifícame cuándo empieza la cita en mi calendario en la ubicación quismondo	o o o o o o o o o o o b-location
Calendar	NotifyOnEventInLocation	notifícame cuándo empieza la cita en mi calendario en la ubicación benimuslem	o o o o o o o o o o o b-location
Calendar	NotifyOnEventInLocation	notifícame cuándo empieza la cita en mi calendario en la ubicación portilla	o o o o o o o o o o o b-location
Calendar	NotNotifyOnEventInLocation	no me notifiques cuándo empieza el mítin en mi calendario en la ubicación bimenes	o o o o o o o o o o o o o b-location
Calendar	NotNotifyOnEventInLocation	no me notifiques cuándo empieza el mítin en mi calendario en la ubicación benarrabá	o o o o o o o o o o o o o b-location
Calendar	NotNotifyOnEventInLocation	no me notifiques cuándo empieza el mítin en mi calendario en la ubicación bagüés	o o o o o o o o o o o o o b-location
Calendar	NotNotifyOnEventInLocation	no me notifiques cuándo empieza el mítin en mi calendario en la ubicación yémeda	o o o o o o o o o o o o o b-location
Calendar	NotNotifyOnEventInLocation	no me notifiques cuándo empieza el mítin en mi calendario en la ubicación carmonita	o o o o o o o o o o o o o b-location
Calendar	NotNotifyOnEventInLocation	no me notifiques cuándo empieza el mítin en mi calendario en la ubicación villafeliche	o o o o o o o o o o o o o b-location
Calendar	NotNotifyOnEventInLocation	no me notifiques cuándo empieza el mítin en mi calendario en la ubicación fombellida	o o o o o o o o o o o o o b-location
Calendar	NotNotifyOnEventInLocation	no me notifiques cuándo empieza el mítin en mi calendario en la ubicación vilasantar	o o o o o o o o o o o o o b-location
Calendar	NotNotifyOnEventInLocation	no me notifiques cuándo empieza el mítin en mi calendario en la ubicación ceclavín	o o o o o o o o o o o o o b-location
Calendar	NotNotifyOnEventInLocation	no me notifiques cuándo empieza el mítin en mi calendario en la ubicación onís	o o o o o o o o o o o o o b-location
Calendar	NotNotifyOnEventInLocation	no me notifiques cuándo empieza el evento en mi calendario en la ubicación fontcoberta	o o o o o o o o o o o o o b-location
Calendar	NotNotifyOnEventInLocation	no me notifiques cuándo empieza el evento en mi calendario en la ubicación alaquàs	o o o o o o o o o o o o o b-location
Calendar	NotNotifyOnEventInLocation	no me notifiques cuándo empieza el evento en mi calendario en la ubicación algemesí	o o o o o o o o o o o o o b-location
Calendar	NotNotifyOnEventInLocation	no me notifiques cuándo empieza el evento en mi calendario en la ubicación alcalalí	o o o o o o o o o o o o o b-location
Calendar	NotNotifyOnEventInLocation	no me notifiques cuándo empieza el evento en mi calendario en la ubicación etxebarria	o o o o o o o o o o o o o b-location
Calendar	NotNotifyOnEventInLocation	no me notifiques cuándo empieza el evento en mi calendario en la ubicación puçol	o o o o o o o o o o o o o b-location
Calendar	NotNotifyOnEventInLocation	no me notifiques cuándo empieza el evento en mi calendario en la ubicación cava	o o o o o o o o o o o o o b-location
Calendar	NotNotifyOnEventInLocation	no me notifiques cuándo empieza el evento en mi calendario en la ubicación gotarrendura	o o o o o o o o o o o o o b-location
Calendar	NotNotifyOnEventInLocation	no me notifiques cuándo empieza el evento en mi calendario en la ubicación benisuera	o o o o o o o o o o o o o b-location
Calendar	NotNotifyOnEventInLocation	no me notifiques cuándo empieza el evento en mi calendario en la ubicación cádiz	o o o o o o o o o o o o o b-location
Calendar	NotNotifyOnEventInLocation	no me notifiques cuándo empieza la cita en mi calendario en la ubicación sebúlcor	o o o o o o o o o o o o o b-location
Calendar	NotNotifyOnEventInLocation	no me notifiques cuándo empieza la cita en mi calendario en la ubicación tramacastilla	o o o o o o o o o o o o o b-location
Calendar	NotNotifyOnEventInLocation	no me notifiques cuándo empieza la cita en mi calendario en la ubicación figueruelas	o o o o o o o o o o o o o b-location
Calendar	NotNotifyOnEventInLocation	no me notifiques cuándo empieza la cita en mi calendario en la ubicación salorino	o o o o o o o o o o o o o b-location
Calendar	NotNotifyOnEventInLocation	no me notifiques cuándo empieza la cita en mi calendario en la ubicación nueva york	o o o o o o o o o o o o o b-location i-location
Calendar	NotNotifyOnEventInLocation	no me notifiques cuándo empieza la cita en mi calendario en la ubicación abaltzisketa	o o o o o o o o o o o o o b-location
Calendar	NotNotifyOnEventInLocation	no me notifiques cuándo empieza la cita en mi calendario en la ubicación laboratorio	o o o o o o o o o o o o o b-location
Calendar	NotNotifyOnEventInLocation	no me notifiques cuándo empieza la cita en mi calendario en la ubicación casa	o o o o o o o o o o o o o b-location
Calendar	NotNotifyOnEventInLocation	no me notifiques cuándo empieza la cita en mi calendario en la ubicación edificio b	o o o o o o o o o o o o o b-location i-location
Calendar	NotNotifyOnEventInLocation	no me notifiques cuándo empieza la cita en mi calendario en la ubicación slack	o o o o o o o o o o o o o b-location
Contacts	OpenContacts	ábreme mis contactos	o o o
Contacts	OpenMyContact	ábreme la información de mi contacto	o o o o o o
Contacts	OpenMyContact	muéstrame la información de mi contacto	o o o o o o
Contacts	ShowContactWithEmail	muéstrame mis contactos con el correo jesús@hotmail.es	o o o o o o b-email
Contacts	ShowContactWithEmail	muéstrame mis contactos con el correo mayka_agirre@yahoo.es	o o o o o o b-email
Contacts	ShowContactWithEmail	muéstrame mis contactos con el correo electrónico ángela.marín@gmx.es	o o o o o o o b-email
Contacts	ShowContactWithEmail	muéstrame mis contactos con el correo electrónico teresaetchemendy@outlook.com	o o o o o o o b-email
Contacts	ShowContactWithEmail	muéstrame mis contactos con el correo electrónico laurita@yahoo.es	o o o o o o o b-email
Contacts	ShowContactWithEmail	muéstrame mis contactos con el email susi.de.miñaur@mail.com	o o o o o o b-email
Contacts	ShowContactWithEmail	muéstrame mis contactos con el email eduardo_carrera@zoho.mail.eu	o o o o o o b-email
Contacts	ShowContactWithEmail	muéstrame mis contactos con el email montse_carrera@mail.com	o o o o o o b-email
Contacts	ShowContactWithEmail	muéstrame mis contactos de google con el correo espe@zoho.mail.eu	o o o o o o o o b-email
Contacts	ShowContactWithEmail	muéstrame mis contactos de google con el correo carlito@proton.com	o o o o o o o o b-email
Contacts	ShowContactWithEmail	muéstrame mis contactos de google con el correo electrónico sol@zoho.mail.eu	o o o o o o o o o b-email
Contacts	ShowContactWithEmail	muéstrame mis contactos de google con el correo electrónico robertito@gmail.com	o o o o o o o o o b-email
Contacts	ShowContactWithEmail	muéstrame mis contactos de google con el correo electrónico larrañaga@yahoo.es	o o o o o o o o o b-email
Contacts	ShowContactWithEmail	muéstrame mis contactos de google con el email guillo@gmail.com	o o o o o o o o b-email
Contacts	ShowContactWithEmail	muéstrame mis contactos de google con el email arcenito_irala@zoho.mail.eu	o o o o o o o o b-email
Contacts	ShowContactWithEmail	muéstrame mis contactos de google con el email paca@gmx.es	o o o o o o o o b-email
Contacts	ShowContactWithEmail	ábreme mis contactos con el correo camus@proton.com	o o o o o o b-email
Contacts	ShowContactWithEmail	ábreme mis contactos con el correo antuco_rodríguez@gmx.es	o o o o o o b-email
Contacts	ShowContactWithEmail	ábreme mis contactos con el correo electrónico antoñito_bengoetxea@gmx.es	o o o o o o o b-email
Contacts	ShowContactWithEmail	ábreme mis contactos con el correo electrónico marianna_allende@outlook.com	o o o o o o o b-email
Contacts	ShowContactWithEmail	ábreme mis contactos con el correo electrónico chayo_luna@gmail.com	o o o o o o o b-email
Contacts	ShowContactWithEmail	ábreme mis contactos con el email iturri@outlook.com	o o o o o o b-email
Contacts	ShowContactWithEmail	ábreme mis contactos con el email ori_saldívar@gmail.com	o o o o o o b-email
Contacts	ShowContactWithEmail	ábreme mis contactos con el email consolación@mail.com	o o o o o o b-email
Contacts	ShowContactWithEmail	ábreme mis contactos de google con el correo gómez@outlook.com	o o o o o o o o b-email
Contacts	ShowContactWithEmail	ábreme mis contactos de google con el correo elizalde@zoho.mail.eu	o o o o o o o o b-email
Contacts	ShowContactWithEmail	ábreme mis contactos de google con el correo urquiza@yahoo.es	o o o o o o o o b-email
Contacts	ShowContactWithEmail	ábreme mis contactos de google con el correo electrónico cortez@yahoo.es	o o o o o o o o o b-email
Contacts	ShowContactWithEmail	ábreme mis contactos de google con el correo electrónico maripili@outlook.com	o o o o o o o o o b-email
Contacts	ShowContactWithEmail	ábreme mis contactos de google con el correo electrónico marisol_gallastegui@gmail.com	o o o o o o o o o b-email
Contacts	ShowContactWithEmail	ábreme mis contactos de google con el email luis@zoho.mail.eu	o o o o o o o o b-email
Contacts	ShowContactWithEmail	ábreme mis contactos de google con el email calín@gmail.com	o o o o o o o o b-email
Contacts	ShowContactWithNumber	muéstrame mis contactos con el número 802 465 569	o o o o o o b-phone_number i-phone_number i-phone_number
Contacts	ShowContactWithNumber	muéstrame mis contactos con el número +34 698 182 237	o o o o o o b-phone_number i-phone_number i-phone_number i-phone_number
Contacts	ShowContactWithNumber	muéstrame mis contactos con el número 952 371 586	o o o o o o b-phone_number i-phone_number i-phone_number
Contacts	ShowContactWithNumber	muéstrame mis contactos con el número 444 457 522	o o o o o o b-phone_number i-phone_number i-phone_number
Contacts	ShowContactWithNumber	muéstrame mis contactos con el número de teléfono +34 536 618 608	o o o o o o o o b-phone_number i-phone_number i-phone_number i-phone_number
Contacts	ShowContactWithNumber	muéstrame mis contactos con el número de teléfono 759 318 736	o o o o o o o o b-phone_number i-phone_number i-phone_number
Contacts	ShowContactWithNumber	muéstrame mis contactos con el número de teléfono 319 316 783	o o o o o o o o b-phone_number i-phone_number i-phone_number
Contacts	ShowContactWithNumber	ábreme mis contactos con el número 697 307 693	o o o o o o b-phone_number i-phone_number i-phone_number
Contacts	ShowContactWithNumber	ábreme mis contactos con el número 822 733 313	o o o o o o b-phone_number i-phone_number i-phone_number
Contacts	ShowContactWithNumber	ábreme mis contactos con el número 713 399 721	o o o o o o b-phone_number i-phone_number i-phone_number
Contacts	ShowContactWithNumber	ábreme mis contactos con el número 653 334 339	o o o o o o b-phone_number i-phone_number i-phone_number
Contacts	ShowContactWithNumber	ábreme mis contactos con el número de teléfono 814 473 374	o o o o o o o o b-phone_number i-phone_number i-phone_number
Contacts	ShowContactWithNumber	ábreme mis contactos con el número de teléfono 565 840 507	o o o o o o o o b-phone_number i-phone_number i-phone_number
Contacts	ShowContactWithNumber	ábreme mis contactos con el número de teléfono 525 505 697	o o o o o o o o b-phone_number i-phone_number i-phone_number
Contacts	ShowContactWithNumber	ábreme mis contactos con el número de teléfono 931 386 796	o o o o o o o o b-phone_number i-phone_number i-phone_number
Contacts	ShowContactWithName	muéstrame mis contactos con el nombre maría del socorro	o o o o o o b-name i-name i-name
Contacts	ShowContactWithName	muéstrame mis contactos con el nombre lancha esguerra	o o o o o o b-name i-name
Contacts	ShowContactWithName	muéstrame mis contactos con el nombre lourdes yarritu	o o o o o o b-name i-name
Contacts	ShowContactWithName	muéstrame mis contactos con el nombre cris	o o o o o o b-name
Contacts	ShowContactWithName	muéstrame mis contactos con el nombre pito	o o o o o o b-name
Contacts	ShowContactWithName	muéstrame mis contactos con el nombre evita	o o o o o o b-name
Contacts	ShowContactWithName	muéstrame mis contactos con el nombre de antoñito garai	o o o o o o o b-name i-name
Contacts	ShowContactWithName	muéstrame mis contactos con el nombre de míriam	o o o o o o o b-name
Contacts	ShowContactWithName	muéstrame mis contactos con el nombre de juanra	o o o o o o o b-name
Contacts	ShowContactWithName	muéstrame mis contactos con el nombre de eduardito lejarreta	o o o o o o o b-name i-name
Contacts	ShowContactWithName	muéstrame mis contactos con el nombre de maría victoria	o o o o o o o b-name i-name
Contacts	ShowContactWithName	muéstrame mis contactos con el nombre de gon	o o o o o o o b-name
Contacts	ShowContactWithName	ábreme mis contactos con el nombre carlos camus	o o o o o o b-name i-name
Contacts	ShowContactWithName	ábreme mis contactos con el nombre juanmi	o o o o o o b-name
Contacts	ShowContactWithName	ábreme mis contactos con el nombre gilberto gallastegui	o o o o o o b-name i-name
Contacts	ShowContactWithName	ábreme mis contactos con el nombre teín	o o o o o o b-name
Contacts	ShowContactWithName	ábreme mis contactos con el nombre ana zubiria	o o o o o o b-name i-name
Contacts	ShowContactWithName	ábreme mis contactos con el nombre francisca	o o o o o o b-name
Contacts	ShowContactWithName	ábreme mis contactos con el nombre de tivi	o o o o o o o b-name
Contacts	ShowContactWithName	ábreme mis contactos con el nombre de gumersindo	o o o o o o o b-name
Contacts	ShowContactWithName	ábreme mis contactos con el nombre de toba	o o o o o o o b-name
Contacts	ShowContactWithName	ábreme mis contactos con el nombre de miki	o o o o o o o b-name
Contacts	ShowContactWithName	ábreme mis contactos con el nombre de paco olaizola	o o o o o o o b-name i-name
Contacts	ShowContactWithName	ábreme mis contactos con el nombre de savannah goitia	o o o o o o o b-name i-name
Contacts	ShowContactWithNumberAndWithEmail	muéstrame mis contactos con el número +34 453 116 720 y el correo roci_orozco@zoho.mail.eu	o o o o o o b-phone_number i-phone_number i-phone_number i-phone_number o o o b-email
Contacts	ShowContactWithNumberAndWithEmail	muéstrame mis contactos con el número 567 940 111 y el correo verónica@zoho.mail.eu	o o o o o o b-phone_number i-phone_number i-phone_number o o o b-email
Contacts	ShowContactWithNumberAndWithEmail	muéstrame mis contactos con el número +34 135 871 415 y el correo tinitokortajarena@yahoo.es	o o o o o o b-phone_number i-phone_number i-phone_number i-phone_number o o o b-email
Contacts	ShowContactWithNumberAndWithEmail	muéstrame mis contactos con el número 549 692 695 y el correo electrónico manuelito@outlook.com	o o o o o o b-phone_number i-phone_number i-phone_number o o o o b-email
Contacts	ShowContactWithNumberAndWithEmail	muéstrame mis contactos con el número 829 874 869 y el correo electrónico lourdes.izaguirre@mail.com	o o o o o o b-phone_number i-phone_number i-phone_number o o o o b-email
Contacts	ShowContactWithNumberAndWithEmail	muéstrame mis contactos con el número 296 581 689 y el correo electrónico sindo..molina@zoho.mail.eu	o o o o o o b-phone_number i-phone_number i-phone_number o o o o b-email
