domain	intent	utterance	bio
Contacts	ShowContactWithEmail	wyświetl kontakt z emailem julianna.jankowski@gazeta.pl	o o o o b-email
Contacts	ShowContactWithEmail	wyświetl kontakt z mailem alfreda.majewski@onet.pl	o o o o b-email
Contacts	ShowContactWithEmail	wyświetl mój kontakt z adresem email albert.topolski@interia.pl	o o o o o o b-email
Contacts	ShowContactWithEmail	wyświetl mój kontakt o adresie email rozalia29474@o2.pl	o o o o o o b-email
Contacts	ShowContactWithEmail	wyświetl mój kontakt o adresie mailowym rajmund15149@o2.pl	o o o o o o b-email
Contacts	ShowContactWithEmail	wyświetl mój kontakt z emailem kaja.borkowski@o2.pl	o o o o o b-email
Contacts	ShowContactWithEmail	otwórz kontakt z adresem email grażyna.kłossowski@wpl.pl	o o o o o b-email
Contacts	ShowContactWithEmail	otwórz kontakt o adresie email sabina.woźniak@o2.pl	o o o o o b-email
Contacts	ShowContactWithEmail	otwórz kontakt o adresie mailowym waleria.potok@gazeta.pl	o o o o o b-email
Contacts	ShowContactWithEmail	otwórz kontakt z emailem bogusław26278@o2.pl	o o o o b-email
Contacts	ShowContactWithEmail	otwórz kontakt z mailem marcelina13525@onet.pl	o o o o b-email
Contacts	ShowContactWithEmail	otwórz mój kontakt z adresem email kornelia.wiśniewski@wpl.pl	o o o o o o b-email
Contacts	ShowContactWithEmail	otwórz mój kontakt o adresie email eugeniusz.jakubowski@gmail.com	o o o o o o b-email
Contacts	ShowContactWithEmail	otwórz mój kontakt o adresie mailowym marta10233@wpl.pl	o o o o o o b-email
Contacts	ShowContactWithEmail	otwórz mój kontakt z emailem arleta.piątek@o2.pl	o o o o o b-email
Contacts	ShowContactWithEmail	otwórz mój kontakt z mailem zenon31606@wpl.pl	o o o o o b-email
Contacts	ShowContactWithNumber	pokaż kontakt z numerem 671 304 866	o o o o b-phone_number i-phone_number i-phone_number
Contacts	ShowContactWithNumber	pokaż kontakt z numerem telefonu 520 390 563	o o o o o b-phone_number i-phone_number i-phone_number
Contacts	ShowContactWithNumber	pokaż kontakt o numerze 33 389 29 68	o o o o b-phone_number i-phone_number i-phone_number i-phone_number
Contacts	ShowContactWithNumber	pokaż kontakt o numerze telefonu 18 739 39 97	o o o o o b-phone_number i-phone_number i-phone_number i-phone_number
Contacts	ShowContactWithNumber	pokaż mój kontakt z numerem +48 74 365 20 28	o o o o o b-phone_number i-phone_number i-phone_number i-phone_number i-phone_number
Contacts	ShowContactWithNumber	pokaż mój kontakt z numerem telefonu 756 996 702	o o o o o o b-phone_number i-phone_number i-phone_number
Contacts	ShowContactWithNumber	pokaż mój kontakt o numerze 63 265 32 65	o o o o o b-phone_number i-phone_number i-phone_number i-phone_number
Contacts	ShowContactWithNumber	pokaż mój kontakt o numerze telefonu 68 854 33 78	o o o o o o b-phone_number i-phone_number i-phone_number i-phone_number
Contacts	ShowContactWithNumber	wyświetl kontakt z numerem 84 328 53 59	o o o o b-phone_number i-phone_number i-phone_number i-phone_number
Contacts	ShowContactWithNumber	wyświetl kontakt z numerem telefonu 777 794 969	o o o o o b-phone_number i-phone_number i-phone_number
Contacts	ShowContactWithNumber	wyświetl kontakt o numerze 778 345 580	o o o o b-phone_number i-phone_number i-phone_number
Contacts	ShowContactWithNumber	wyświetl kontakt o numerze telefonu 77 950 98 17	o o o o o b-phone_number i-phone_number i-phone_number i-phone_number
Contacts	ShowContactWithNumber	wyświetl mój kontakt z numerem 48 985 94 67	o o o o o b-phone_number i-phone_number i-phone_number i-phone_number
Contacts	ShowContactWithNumber	wyświetl mój kontakt z numerem telefonu 68 277 87 18	o o o o o o b-phone_number i-phone_number i-phone_number i-phone_number
Contacts	ShowContactWithNumber	wyświetl mój kontakt o numerze telefonu 68 910 27 25	o o o o o o b-phone_number i-phone_number i-phone_number i-phone_number
Contacts	ShowContactWithNumber	otwórz kontakt z numerem 657 296 506	o o o o b-phone_number i-phone_number i-phone_number
Contacts	ShowContactWithNumber	otwórz kontakt z numerem telefonu 756 130 895	o o o o o b-phone_number i-phone_number i-phone_number
Contacts	ShowContactWithNumber	otwórz kontakt o numerze 548 318 510	o o o o b-phone_number i-phone_number i-phone_number
Contacts	ShowContactWithNumber	otwórz kontakt o numerze telefonu 594 144 898	o o o o o b-phone_number i-phone_number i-phone_number
Contacts	ShowContactWithNumber	otwórz mój kontakt z numerem 77 814 67 33	o o o o o b-phone_number i-phone_number i-phone_number i-phone_number
Contacts	ShowContactWithNumber	otwórz mój kontakt z numerem telefonu +48 29 872 27 46	o o o o o o b-phone_number i-phone_number i-phone_number i-phone_number i-phone_number
Contacts	ShowContactWithNumber	otwórz mój kontakt o numerze 15 401 22 91	o o o o o b-phone_number i-phone_number i-phone_number i-phone_number
Contacts	ShowContactWithName	pokaż kontakt nazywający się alfreda czech	o o o o b-name i-name
Contacts	ShowContactWithName	pokaż mój kontakt o nazwie norbert	o o o o o b-name
Contacts	ShowContactWithName	pokaż mój kontakt nazywający się małgorzata	o o o o o b-name
Contacts	ShowContactWithName	wyświetl kontakt o nazwie mariusz mazur	o o o o b-name i-name
Contacts	ShowContactWithName	wyświetl kontakt nazywający się wiktor	o o o o b-name
Contacts	ShowContactWithName	wyświetl mój kontakt o nazwie grzegorz	o o o o o b-name
Contacts	ShowContactWithName	wyświetl mój kontakt nazywający się tata	o o o o o b-name
Contacts	ShowContactWithName	otwórz kontakt o nazwie marta	o o o o b-name
Contacts	ShowContactWithName	otwórz kontakt nazywający się joachim kwiecień	o o o o b-name i-name
Contacts	ShowContactWithName	otwórz mój kontakt o nazwie józef	o o o o o b-name
Contacts	ShowContactWithName	otwórz mój kontakt nazywający się jakub lange	o o o o o b-name i-name
Contacts	ShowContactWithNumberAndWithEmail	pokaż kontakt z numerem 24 437 14 63 oraz z adresem email gosia@gmail.com	o o o o b-phone_number i-phone_number i-phone_number i-phone_number o o o o b-email
Contacts	ShowContactWithNumberAndWithEmail	pokaż kontakt z numerem 526 273 765 oraz o adresie email leon22533@gazeta.pl	o o o o b-phone_number i-phone_number i-phone_number o o o o b-email
Contacts	ShowContactWithNumberAndWithEmail	pokaż kontakt z numerem 775 231 918 oraz o adresie mailowym aleksy.niedzielski@wpl.pl	o o o o b-phone_number i-phone_number i-phone_number o o o o b-email
Contacts	ShowContactWithNumberAndWithEmail	pokaż kontakt z numerem 568 759 156 oraz z emailem marek.woźniak@wpl.pl	o o o o b-phone_number i-phone_number i-phone_number o o o b-email
Contacts	ShowContactWithNumberAndWithEmail	pokaż kontakt z numerem +48 13 759 37 99 i z adresem email milena.miller@interia.pl	o o o o b-phone_number i-phone_number i-phone_number i-phone_number i-phone_number o o o o b-email
Contacts	ShowContactWithNumberAndWithEmail	pokaż kontakt z numerem 583 417 380 i o adresie email antoni.wyrzykowski@o2.pl	o o o o b-phone_number i-phone_number i-phone_number o o o o b-email
Contacts	ShowContactWithNumberAndWithEmail	pokaż kontakt z numerem 545 969 829 i o adresie mailowym ignacy.małecki@onet.pl	o o o o b-phone_number i-phone_number i-phone_number o o o o b-email
Contacts	ShowContactWithNumberAndWithEmail	pokaż kontakt z numerem 701 853 191 i z emailem krystyna.wieczorek@o2.pl	o o o o b-phone_number i-phone_number i-phone_number o o o b-email
Contacts	ShowContactWithNumberAndWithEmail	pokaż kontakt z numerem 13 721 41 95 i z mailem eleonora.grec@gmail.com	o o o o b-phone_number i-phone_number i-phone_number i-phone_number o o o b-email
Contacts	ShowContactWithNumberAndWithEmail	pokaż kontakt z numerem telefonu 52 680 46 98 oraz z adresem email lidia.kędzierski@onet.pl	o o o o o b-phone_number i-phone_number i-phone_number i-phone_number o o o o b-email
Contacts	ShowContactWithNumberAndWithEmail	pokaż kontakt z numerem telefonu 518 164 740 oraz o adresie email mateusz.kozłowski@o2.pl	o o o o o b-phone_number i-phone_number i-phone_number o o o o b-email
Contacts	ShowContactWithNumberAndWithEmail	pokaż kontakt z numerem telefonu 576 645 717 oraz o adresie mailowym nikodem6433@o2.pl	o o o o o b-phone_number i-phone_number i-phone_number o o o o b-email
Contacts	ShowContactWithNumberAndWithEmail	pokaż kontakt z numerem telefonu 768 632 816 oraz z emailem dawid15263@onet.pl	o o o o o b-phone_number i-phone_number i-phone_number o o o b-email
Contacts	ShowContactWithNumberAndWithEmail	pokaż kontakt z numerem telefonu +48 15 541 94 59 oraz z mailem kornel20335@o2.pl	o o o o o b-phone_number i-phone_number i-phone_number i-phone_number i-phone_number o o o b-email
Contacts	ShowContactWithNumberAndWithEmail	pokaż kontakt z numerem telefonu 722 225 771 i z adresem email grzegorz27880@onet.pl	o o o o o b-phone_number i-phone_number i-phone_number o o o o b-email
Contacts	ShowContactWithNumberAndWithEmail	pokaż kontakt z numerem telefonu 604 710 911 i o adresie email lechosław17105@gazeta.pl	o o o o o b-phone_number i-phone_number i-phone_number o o o o b-email
Contacts	ShowContactWithNumberAndWithEmail	pokaż kontakt z numerem telefonu 677 602 241 i o adresie mailowym paweł20684@interia.pl	o o o o o b-phone_number i-phone_number i-phone_number o o o o b-email
Contacts	ShowContactWithNumberAndWithEmail	pokaż kontakt z numerem telefonu 76 979 49 54 i z emailem walentyna.szymański@onet.pl	o o o o o b-phone_number i-phone_number i-phone_number i-phone_number o o o b-email
Contacts	ShowContactWithNumberAndWithEmail	pokaż kontakt z numerem telefonu +48 703 872 830 i z mailem iga.majewski@wpl.pl	o o o o o b-phone_number i-phone_number i-phone_number i-phone_number o o o b-email
Contacts	ShowContactWithNumberAndWithEmail	pokaż kontakt o numerze 77 136 77 12 oraz z adresem email stefan30714@o2.pl	o o o o b-phone_number i-phone_number i-phone_number i-phone_number o o o o b-email
Contacts	ShowContactWithNumberAndWithEmail	pokaż kontakt o numerze 55 830 75 34 oraz o adresie email joachim22538@gazeta.pl	o o o o b-phone_number i-phone_number i-phone_number i-phone_number o o o o b-email
Contacts	ShowContactWithNumberAndWithEmail	pokaż kontakt o numerze 796 616 333 oraz o adresie mailowym artur.wdowiak@o2.pl	o o o o b-phone_number i-phone_number i-phone_number o o o o b-email
Contacts	ShowContactWithNumberAndWithEmail	pokaż kontakt o numerze 610 360 278 oraz z emailem alfred15486@gmail.com	o o o o b-phone_number i-phone_number i-phone_number o o o b-email
Contacts	ShowContactWithNumberAndWithEmail	pokaż kontakt o numerze 89 740 89 43 oraz z mailem elwira10270@gazeta.pl	o o o o b-phone_number i-phone_number i-phone_number i-phone_number o o o b-email
Contacts	ShowContactWithNumberAndWithEmail	pokaż kontakt o numerze 81 267 18 35 i z adresem email anetta25526@wpl.pl	o o o o b-phone_number i-phone_number i-phone_number i-phone_number o o o o b-email
Contacts	ShowContactWithNumberAndWithEmail	pokaż kontakt o numerze 639 678 624 i o adresie email wiesława6878@o2.pl	o o o o b-phone_number i-phone_number i-phone_number o o o o b-email
Contacts	ShowContactWithNumberAndWithEmail	pokaż kontakt o numerze 87 923 69 63 i o adresie mailowym apolonia12844@interia.pl	o o o o b-phone_number i-phone_number i-phone_number i-phone_number o o o o b-email
Contacts	ShowContactWithNumberAndWithEmail	pokaż kontakt o numerze 32 280 17 68 i z emailem emil.sikora@interia.pl	o o o o b-phone_number i-phone_number i-phone_number i-phone_number o o o b-email
Contacts	ShowContactWithNumberAndWithEmail	pokaż kontakt o numerze +48 595 167 762 i z mailem katarzyna.krupa@o2.pl	o o o o b-phone_number i-phone_number i-phone_number i-phone_number o o o b-email
Contacts	ShowContactWithNumberAndWithEmail	pokaż kontakt o numerze telefonu 83 475 69 20 oraz z adresem email romuald.czarnecki@wpl.pl	o o o o o b-phone_number i-phone_number i-phone_number i-phone_number o o o o b-email
Contacts	ShowContactWithNumberAndWithEmail	pokaż kontakt o numerze telefonu 640 651 736 oraz o adresie email agata.kalinowski@gazeta.pl	o o o o o b-phone_number i-phone_number i-phone_number o o o o b-email
Contacts	ShowContactWithNumberAndWithEmail	pokaż kontakt o numerze telefonu 67 211 34 47 oraz o adresie mailowym emilian25590@gmail.com	o o o o o b-phone_number i-phone_number i-phone_number i-phone_number o o o o b-email
Contacts	ShowContactWithNumberAndWithEmail	pokaż kontakt o numerze telefonu 747 747 232 oraz z emailem sebastian.przybysz@o2.pl	o o o o o b-phone_number i-phone_number i-phone_number o o o b-email
Contacts	ShowContactWithNumberAndWithEmail	pokaż kontakt o numerze telefonu 33 409 55 20 oraz z mailem jerzy.wesołowski@interia.pl	o o o o o b-phone_number i-phone_number i-phone_number i-phone_number o o o b-email
Contacts	ShowContactWithNumberAndWithEmail	pokaż kontakt o numerze telefonu 792 664 410 i z adresem email kontakt@mojemiasto.gov	o o o o o b-phone_number i-phone_number i-phone_number o o o o b-email
Contacts	ShowContactWithNumberAndWithEmail	pokaż kontakt o numerze telefonu +48 599 895 990 i o adresie email julia.małecki@onet.pl	o o o o o b-phone_number i-phone_number i-phone_number i-phone_number o o o o b-email
Contacts	ShowContactWithNumberAndWithEmail	pokaż kontakt o numerze telefonu 562 268 103 i o adresie mailowym zygfryd31979@gazeta.pl	o o o o o b-phone_number i-phone_number i-phone_number o o o o b-email
Contacts	ShowContactWithNumberAndWithEmail	pokaż kontakt o numerze telefonu 13 248 26 55 i z emailem bartłomiej.kłossowski@o2.pl	o o o o o b-phone_number i-phone_number i-phone_number i-phone_number o o o b-email
Contacts	ShowContactWithNumberAndWithEmail	pokaż mój kontakt z numerem 46 404 66 69 oraz o adresie email kazimierz.dobrucki@wpl.pl	o o o o o b-phone_number i-phone_number i-phone_number i-phone_number o o o o b-email
Contacts	ShowContactWithNumberAndWithEmail	pokaż mój kontakt z numerem 566 196 469 oraz o adresie mailowym jan20256@interia.pl	o o o o o b-phone_number i-phone_number i-phone_number o o o o b-email
Contacts	ShowContactWithNumberAndWithEmail	pokaż mój kontakt z numerem 16 491 60 42 oraz z emailem kinga14652@o2.pl	o o o o o b-phone_number i-phone_number i-phone_number i-phone_number o o o b-email
Contacts	ShowContactWithNumberAndWithEmail	pokaż mój kontakt z numerem 738 491 742 oraz z mailem feliksa17588@interia.pl	o o o o o b-phone_number i-phone_number i-phone_number o o o b-email
Contacts	ShowContactWithNumberAndWithEmail	pokaż mój kontakt z numerem 43 237 75 79 i z adresem email beniamin.niedzielski@onet.pl	o o o o o b-phone_number i-phone_number i-phone_number i-phone_number o o o o b-email
Contacts	ShowContactWithNumberAndWithEmail	pokaż mój kontakt z numerem 662 256 732 i o adresie email daniel21175@gmail.com	o o o o o b-phone_number i-phone_number i-phone_number o o o o b-email
Contacts	ShowContactWithNumberAndWithEmail	pokaż mój kontakt z numerem 751 105 505 i o adresie mailowym lech21428@gmail.com	o o o o o b-phone_number i-phone_number i-phone_number o o o o b-email
Contacts	ShowContactWithNumberAndWithEmail	pokaż mój kontakt z numerem 764 599 795 i z emailem paulina31535@o2.pl	o o o o o b-phone_number i-phone_number i-phone_number o o o b-email
Contacts	ShowContactWithNumberAndWithEmail	pokaż mój kontakt z numerem 700 192 832 i z mailem irena.krawczyk@onet.pl	o o o o o b-phone_number i-phone_number i-phone_number o o o b-email
Contacts	ShowContactWithNumberAndWithEmail	pokaż mój kontakt z numerem telefonu 798 429 127 oraz z adresem email renata.zięba@gazeta.pl	o o o o o o b-phone_number i-phone_number i-phone_number o o o o b-email
Contacts	ShowContactWithNumberAndWithEmail	pokaż mój kontakt z numerem telefonu 85 699 80 16 oraz o adresie email malwina24031@wpl.pl	o o o o o o b-phone_number i-phone_number i-phone_number i-phone_number o o o o b-email
Contacts	ShowContactWithNumberAndWithEmail	pokaż mój kontakt z numerem telefonu 530 802 333 oraz o adresie mailowym maria.dopamina@samsung.com	o o o o o o b-phone_number i-phone_number i-phone_number o o o o b-email
Contacts	ShowContactWithNumberAndWithEmail	pokaż mój kontakt z numerem telefonu +48 86 948 31 18 oraz z emailem karol.kaczmarek@wpl.pl	o o o o o o b-phone_number i-phone_number i-phone_number i-phone_number i-phone_number o o o b-email
Contacts	ShowContactWithNumberAndWithEmail	pokaż mój kontakt z numerem telefonu 86 572 50 57 oraz z mailem anna.pasternak@o2.pl	o o o o o o b-phone_number i-phone_number i-phone_number i-phone_number o o o b-email
Contacts	ShowContactWithNumberAndWithEmail	pokaż mój kontakt z numerem telefonu 703 814 586 i z adresem email szczepan24628@gmail.com	o o o o o o b-phone_number i-phone_number i-phone_number o o o o b-email
Contacts	ShowContactWithNumberAndWithEmail	pokaż mój kontakt z numerem telefonu 605 785 882 i o adresie email anetta.wdowiak@interia.pl	o o o o o o b-phone_number i-phone_number i-phone_number o o o o b-email
Contacts	ShowContactWithNumberAndWithEmail	pokaż mój kontakt z numerem telefonu 29 308 21 95 i o adresie mailowym alan27460@o2.pl	o o o o o o b-phone_number i-phone_number i-phone_number i-phone_number o o o o b-email
Contacts	ShowContactWithNumberAndWithEmail	pokaż mój kontakt z numerem telefonu 55 469 53 16 i z emailem jagoda.wesołowski@onet.pl	o o o o o o b-phone_number i-phone_number i-phone_number i-phone_number o o o b-email
Contacts	ShowContactWithNumberAndWithEmail	pokaż mój kontakt z numerem telefonu 532 595 430 i z mailem gerard12550@onet.pl	o o o o o o b-phone_number i-phone_number i-phone_number o o o b-email
Contacts	ShowContactWithNumberAndWithEmail	pokaż mój kontakt o numerze 740 480 288 oraz z adresem email wilhelm.malinowski@onet.pl	o o o o o b-phone_number i-phone_number i-phone_number o o o o b-email
Contacts	ShowContactWithNumberAndWithEmail	pokaż mój kontakt o numerze 32 650 16 80 oraz o adresie email renata32420@interia.pl	o o o o o b-phone_number i-phone_number i-phone_number i-phone_number o o o o b-email
Contacts	ShowContactWithNumberAndWithEmail	pokaż mój kontakt o numerze 76 167 80 76 oraz o adresie mailowym łukasz26445@onet.pl	o o o o o b-phone_number i-phone_number i-phone_number i-phone_number o o o o b-email
Contacts	ShowContactWithNumberAndWithEmail	pokaż mój kontakt o numerze 52 379 53 96 oraz z emailem arnold.jankowski@gmail.com	o o o o o b-phone_number i-phone_number i-phone_number i-phone_number o o o b-email
Contacts	ShowContactWithNumberAndWithEmail	pokaż mój kontakt o numerze 74 701 35 49 oraz z mailem ania.kowalska@gmail.com	o o o o o b-phone_number i-phone_number i-phone_number i-phone_number o o o b-email
Contacts	ShowContactWithNumberAndWithEmail	pokaż mój kontakt o numerze 43 840 68 58 i z adresem email zdzisława.krupa@onet.pl	o o o o o b-phone_number i-phone_number i-phone_number i-phone_number o o o o b-email
Contacts	ShowContactWithNumberAndWithEmail	pokaż mój kontakt o numerze 95 570 97 83 i o adresie email halina.chruszczewski@gmail.com	o o o o o b-phone_number i-phone_number i-phone_number i-phone_number o o o o b-email
Contacts	ShowContactWithNumberAndWithEmail	pokaż mój kontakt o numerze 77 154 88 35 i o adresie mailowym kinga.żurek@interia.pl	o o o o o b-phone_number i-phone_number i-phone_number i-phone_number o o o o b-email
Contacts	ShowContactWithNumberAndWithEmail	pokaż mój kontakt o numerze 32 690 16 73 i z emailem teodor4901@o2.pl	o o o o o b-phone_number i-phone_number i-phone_number i-phone_number o o o b-email
Contacts	ShowContactWithNumberAndWithEmail	pokaż mój kontakt o numerze 699 586 473 i z mailem sonia22569@o2.pl	o o o o o b-phone_number i-phone_number i-phone_number o o o b-email
Contacts	ShowContactWithNumberAndWithEmail	pokaż mój kontakt o numerze telefonu 799 374 547 oraz z adresem email jerzy3749@interia.pl	o o o o o o b-phone_number i-phone_number i-phone_number o o o o b-email
Contacts	ShowContactWithNumberAndWithEmail	pokaż mój kontakt o numerze telefonu 676 109 338 oraz o adresie email gabriel29767@wpl.pl	o o o o o o b-phone_number i-phone_number i-phone_number o o o o b-email
Contacts	ShowContactWithNumberAndWithEmail	pokaż mój kontakt o numerze telefonu 708 177 549 oraz o adresie mailowym czesław.lewandowski@gmail.com	o o o o o o b-phone_number i-phone_number i-phone_number o o o o b-email
Contacts	ShowContactWithNumberAndWithEmail	pokaż mój kontakt o numerze telefonu 754 848 368 oraz z emailem tymoteusz3306@gazeta.pl	o o o o o o b-phone_number i-phone_number i-phone_number o o o b-email
Contacts	ShowContactWithNumberAndWithEmail	pokaż mój kontakt o numerze telefonu 788 113 832 oraz z mailem roksana.górski@interia.pl	o o o o o o b-phone_number i-phone_number i-phone_number o o o b-email
Contacts	ShowContactWithNumberAndWithEmail	pokaż mój kontakt o numerze telefonu 91 254 68 55 i z adresem email mirosława24251@o2.pl	o o o o o o b-phone_number i-phone_number i-phone_number i-phone_number o o o o b-email
Contacts	ShowContactWithNumberAndWithEmail	pokaż mój kontakt o numerze telefonu 621 899 932 i o adresie email weronika.kalinowski@onet.pl	o o o o o o b-phone_number i-phone_number i-phone_number o o o o b-email
Contacts	ShowContactWithNumberAndWithEmail	pokaż mój kontakt o numerze telefonu 83 891 43 85 i o adresie mailowym edwin.kozłowski@onet.pl	o o o o o o b-phone_number i-phone_number i-phone_number i-phone_number o o o o b-email
Contacts	ShowContactWithNumberAndWithEmail	pokaż mój kontakt o numerze telefonu 769 502 652 i z emailem natalia.kałuża@wpl.pl	o o o o o o b-phone_number i-phone_number i-phone_number o o o b-email
Contacts	ShowContactWithNumberAndWithEmail	pokaż mój kontakt o numerze telefonu 63 138 90 13 i z mailem bohdan.chruszczewski@onet.pl	o o o o o o b-phone_number i-phone_number i-phone_number i-phone_number o o o b-email
Contacts	ShowContactWithNumberAndWithEmail	wyświetl kontakt z numerem 17 434 74 11 oraz z adresem email jędrzej29696@o2.pl	o o o o b-phone_number i-phone_number i-phone_number i-phone_number o o o o b-email
Contacts	ShowContactWithNumberAndWithEmail	wyświetl kontakt z numerem 517 585 804 oraz o adresie email marceli19989@gazeta.pl	o o o o b-phone_number i-phone_number i-phone_number o o o o b-email
Contacts	ShowContactWithNumberAndWithEmail	wyświetl kontakt z numerem 735 472 479 oraz o adresie mailowym karolina.towarek@gazeta.pl	o o o o b-phone_number i-phone_number i-phone_number o o o o b-email
Contacts	ShowContactWithNumberAndWithEmail	wyświetl kontakt z numerem 83 626 83 45 oraz z emailem ludmiła13277@onet.pl	o o o o b-phone_number i-phone_number i-phone_number i-phone_number o o o b-email
Contacts	ShowContactWithNumberAndWithEmail	wyświetl kontakt z numerem 657 423 522 oraz z mailem longin.piotrowski@onet.pl	o o o o b-phone_number i-phone_number i-phone_number o o o b-email
Contacts	ShowContactWithNumberAndWithEmail	wyświetl kontakt z numerem 48 125 51 73 i z adresem email maja9965@interia.pl	o o o o b-phone_number i-phone_number i-phone_number i-phone_number o o o o b-email
Contacts	ShowContactWithNumberAndWithEmail	wyświetl kontakt z numerem 84 566 27 74 i o adresie email daria2442@interia.pl	o o o o b-phone_number i-phone_number i-phone_number i-phone_number o o o o b-email
Contacts	ShowContactWithNumberAndWithEmail	wyświetl kontakt z numerem 664 648 803 i o adresie mailowym olgierd30245@interia.pl	o o o o b-phone_number i-phone_number i-phone_number o o o o b-email
Contacts	ShowContactWithNumberAndWithEmail	wyświetl kontakt z numerem 62 749 65 75 i z emailem cezary.towarek@interia.pl	o o o o b-phone_number i-phone_number i-phone_number i-phone_number o o o b-email
Contacts	ShowContactWithNumberAndWithEmail	wyświetl kontakt z numerem +48 71 220 64 97 i z mailem dorian31594@onet.pl	o o o o b-phone_number i-phone_number i-phone_number i-phone_number i-phone_number o o o b-email
Contacts	ShowContactWithNumberAndWithEmail	wyświetl kontakt z numerem telefonu 44 277 62 21 oraz z adresem email sergiusz14859@o2.pl	o o o o o b-phone_number i-phone_number i-phone_number i-phone_number o o o o b-email
Contacts	ShowContactWithNumberAndWithEmail	wyświetl kontakt z numerem telefonu 753 254 110 oraz o adresie mailowym seweryn28876@wpl.pl	o o o o o b-phone_number i-phone_number i-phone_number o o o o b-email
Contacts	ShowContactWithNumberAndWithEmail	wyświetl kontakt z numerem telefonu +48 762 199 931 oraz z emailem joachim.hoffmann@gazeta.pl	o o o o o b-phone_number i-phone_number i-phone_number i-phone_number o o o b-email
Contacts	ShowContactWithNumberAndWithEmail	wyświetl kontakt z numerem telefonu 77 506 85 14 oraz z mailem marian6091@onet.pl	o o o o o b-phone_number i-phone_number i-phone_number i-phone_number o o o b-email
Contacts	ShowContactWithNumberAndWithEmail	wyświetl kontakt z numerem telefonu 630 524 494 i z adresem email eugenia7877@gmail.com	o o o o o b-phone_number i-phone_number i-phone_number o o o o b-email
Contacts	ShowContactWithNumberAndWithEmail	wyświetl kontakt z numerem telefonu 59 412 82 18 i o adresie email maria.dobrucki@gmail.com	o o o o o b-phone_number i-phone_number i-phone_number i-phone_number o o o o b-email
Contacts	ShowContactWithNumberAndWithEmail	wyświetl kontakt z numerem telefonu 85 362 58 41 i o adresie mailowym józefa30325@gazeta.pl	o o o o o b-phone_number i-phone_number i-phone_number i-phone_number o o o o b-email
Contacts	ShowContactWithNumberAndWithEmail	wyświetl kontakt z numerem telefonu 75 711 10 23 i z emailem walentyna816@gazeta.pl	o o o o o b-phone_number i-phone_number i-phone_number i-phone_number o o o b-email
Contacts	ShowContactWithNumberAndWithEmail	wyświetl kontakt z numerem telefonu 611 270 741 i z mailem julian18158@onet.pl	o o o o o b-phone_number i-phone_number i-phone_number o o o b-email
Contacts	ShowContactWithNumberAndWithEmail	wyświetl kontakt o numerze +48 503 716 931 oraz z adresem email dominik7959@o2.pl	o o o o b-phone_number i-phone_number i-phone_number i-phone_number o o o o b-email
Contacts	ShowContactWithNumberAndWithEmail	wyświetl kontakt o numerze 510 625 281 oraz o adresie email alojzy5565@wpl.pl	o o o o b-phone_number i-phone_number i-phone_number o o o o b-email
